Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,Variety_labeled,Class_labeled,Size_labeled,Package_labeled,Market_labeled
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,117,94945,809,5719,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,135,137510,1014,14126,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,120,127730,1058,8333,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,117,94945,809,5719,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,110,114800,1038,11919,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,71,85450,1189,6174,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,91,7300,80,2190,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,45,6705,149,567,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,110,114800,1038,11919,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,71,85450,1189,6174,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,91,7300,80,2190,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,45,6705,149,567,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,152,324240,2121,12383,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,109,53610,489,8517,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,78,103660,1325,3783,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,116,232350,1995,12517,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,107,184430,1709,7134,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,110,880,8,2277,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,59,770,13,716,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,100,10000,100,218,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,27380,304,330,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,82,10460,127,284,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,100,10000,100,218,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,27380,304,330,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,82,10460,127,284,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,110,4070,37,38,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,15000,150,164,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,90,5220,58,114,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,110,4070,37,38,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,15000,150,164,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,90,5220,58,114,CAP,0,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,157,698335,4427,13754,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,138,276920,1996,8556,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,115,71270,617,5058,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,157,698335,4427,13754,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,138,276920,1996,8556,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,115,71270,617,5058,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,123,292305,2359,14112,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,110,68120,619,8593,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,109,20800,190,2235,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,75,16600,220,729,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,123,292305,2359,14112,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,110,68120,619,8593,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,109,20800,190,2235,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,75,16600,220,729,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,50,5000,100,411,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,50,5000,100,411,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,50,5000,100,411,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,54,5700,104,75,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,20000,200,264,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,50,2050,41,122,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,54,5700,104,75,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,20000,200,264,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,50,2050,41,122,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,54,5700,104,75,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,20000,200,264,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,50,2050,41,122,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,54,5700,104,75,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,20000,200,264,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,50,2050,41,122,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,50,5000,100,411,CAP,0,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,135,245950,1814,15981,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,122,148580,1212,8962,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,91,38258,419,2327,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,48,19360,403,949,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,158,667690,4209,16897,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,110,3770,34,0,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,120,416645,3472,9374,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,85,185170,2160,5275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,158,667690,4209,16897,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,110,3770,34,0,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,120,416645,3472,9374,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,85,185170,2160,5275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,158,667690,4209,16897,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,110,3770,34,0,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,120,416645,3472,9374,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,85,185170,2160,5275,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,135,245950,1814,15981,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,122,148580,1212,8962,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,91,38258,419,2327,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,48,19360,403,949,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,135,245950,1814,15981,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,122,148580,1212,8962,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,91,38258,419,2327,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,48,19360,403,949,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,64,7900,122,73,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,10450,95,349,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,64,7900,122,73,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,10450,95,349,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,64,7900,122,73,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,10450,95,349,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,64,7900,122,73,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,10450,95,349,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,64,7900,122,73,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,10450,95,349,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,1520,19,323,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,SMALL,BANANA BOX,18,60,120,2,0,CAP,0,1,3,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,1520,19,323,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,SMALL,BANANA BOX,18,60,120,2,0,CAP,0,1,3,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,1520,19,323,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,SMALL,BANANA BOX,18,60,120,2,0,CAP,0,1,3,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,1520,19,323,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,SMALL,BANANA BOX,18,60,120,2,0,CAP,0,1,3,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,1520,19,323,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,SMALL,BANANA BOX,18,60,120,2,0,CAP,0,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,89,31680,353,16539,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,93,55830,600,9229,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,100,104820,1045,1990,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,57,5600,97,685,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,89,31680,353,16539,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,93,55830,600,9229,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,100,104820,1045,1990,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,57,5600,97,685,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,89,31680,353,16539,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,93,55830,600,9229,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,100,104820,1045,1990,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,57,5600,97,685,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,89,31680,353,16539,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,93,55830,600,9229,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,100,104820,1045,1990,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,57,5600,97,685,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,89,31680,353,16539,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,93,55830,600,9229,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,100,104820,1045,1990,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,57,5600,97,685,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,365340,2440,17551,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,80,27000,335,34,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,118,179400,1512,10759,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,76,57520,756,5810,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,365340,2440,17551,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,80,27000,335,34,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,118,179400,1512,10759,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,76,57520,756,5810,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,365340,2440,17551,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,80,27000,335,34,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,118,179400,1512,10759,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,76,57520,756,5810,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,365340,2440,17551,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,80,27000,335,34,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,118,179400,1512,10759,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,76,57520,756,5810,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,365340,2440,17551,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,80,27000,335,34,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,118,179400,1512,10759,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,76,57520,756,5810,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,73,295,4,163,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 2,SMALL,BANANA BOX,18,60,2520,42,2,CAP,0,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,125,254620,2024,15692,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,111,211950,1893,9279,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,95,83790,882,2835,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,73,590,8,782,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,144,327920,2262,16877,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,119,10435,87,369,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,121,193920,1596,10638,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,84,85790,1017,6066,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,5100,51,444,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,80,160,2,197,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,5100,51,444,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,80,160,2,197,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,5100,51,444,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,80,160,2,197,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,495,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,4500,50,405,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,5100,51,444,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,80,160,2,197,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,495,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,4500,50,405,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,495,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,4500,50,405,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,5500,50,495,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,4500,50,405,CAP,0,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,132,298790,2259,18015,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,127,94620,743,10196,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,83,41150,493,3719,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,70,210,3,788,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,132,298790,2259,18015,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,127,94620,743,10196,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,83,41150,493,3719,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,70,210,3,788,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,132,298790,2259,18015,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,127,94620,743,10196,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,83,41150,493,3719,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,70,210,3,788,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,132,298790,2259,18015,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,127,94620,743,10196,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,83,41150,493,3719,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,70,210,3,788,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,501830,3353,18718,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,110,12200,110,762,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,117,172030,1464,11702,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,93,72960,777,6400,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,501830,3353,18718,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,110,12200,110,762,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,117,172030,1464,11702,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,93,72960,777,6400,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,501830,3353,18718,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,110,12200,110,762,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,117,172030,1464,11702,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,93,72960,777,6400,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,501830,3353,18718,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,110,12200,110,762,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,117,172030,1464,11702,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,93,72960,777,6400,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,80,80,1,199,CAP,0,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,132,46455,350,19388,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,87,44950,513,10371,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,88,19800,224,3903,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,80,80,1,791,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,140,529885,3785,21090,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,CRATE,20,117,19700,168,872,CAP,1,0,1,1,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,110,319740,2885,12345,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,74,122570,1656,7057,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,88,14440,164,103,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,87,28000,320,250,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,90,13500,150,50,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,100,45900,459,370,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,23490,261,163,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BOX,9,75,75,1,4,CAP,0,1,2,3,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,4880,61,90,CAP,0,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,141,190470,1349,12837,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,111,8570,77,8230,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,102,69850,681,3157,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,72,17340,239,275,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,744846,4981,17088,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,118,254820,2149,9875,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,105,114020,1082,6995,CAP,1,0,2,0,0
HANDS,CLASS 1,MEDIUM,DOMPLE JUMBLE,10,60,3240,54,46,CAP,1,0,2,5,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,4500,50,411,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BOX,9,71,710,10,5,CAP,0,1,2,3,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,109,29105,267,217,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,16900,169,470,CAP,0,0,1,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,156,516585,3298,19469,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,141,266640,1878,10970,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,118,111995,942,8077,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,145,168360,1157,13536,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,126,62300,492,7637,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,103,21690,209,3725,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,64,3310,51,514,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,117,11080,94,484,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,150,7500,50,829,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BOX,9,72,1520,21,15,CAP,0,1,2,3,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,1200,15,151,CAP,0,1,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,471860,2917,20567,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,136,341770,2503,12098,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BOX,9,72,510,7,0,CAP,1,0,2,3,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,121,118135,969,8869,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,158,70575,445,12389,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,131,82440,627,6783,CAP,1,1,1,0,0
