Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,variety_labeled,class_labeled,size_labeled,package_labeled,market_labeled,kg_price
STARKING,CLASS 2,SMALL,CARTON,9,63,1715,27,70,KLE,9,0,3,1,4,7.0
STARKING,CLASS 2,MEDIUM,ECONOMIC PACK,12,163,5560,34,0,KLE,9,0,4,2,4,13.58
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,144,18432,128,25,KLE,9,1,4,2,4,12.0
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,151,39591,261,81,KLE,9,1,5,2,4,12.58
SUNDOWNER,CLASS 2,LARGE,CARTON,9,85,13600,160,0,KLE,10,0,2,1,4,9.44
TOP RED,CLASS 2,LARGE,CARTON,9,80,640,8,159,KLE,11,0,2,1,4,8.89
TOP RED,CLASS 2,MEDIUM,CARTON,9,74,12690,171,664,KLE,11,0,4,1,4,8.22
TOP RED,CLASS 2,SMALL,CARTON,9,65,4485,69,231,KLE,11,0,3,1,4,7.22
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,180,92160,512,0,KLE,11,1,4,2,4,15.0
TOP RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,200,102400,512,0,KLE,11,1,5,2,4,16.67
BRAEBURN,CLASS 2,LARGE,CARTON,9,80,80,1,162,KLE,0,0,2,1,4,8.89
BRAEBURN,CLASS 2,LARGE,CARTON,9,80,80,1,162,KLE,0,0,2,1,4,8.89
BRAEBURN,CLASS 2,LARGE,CARTON,9,80,80,1,162,KLE,0,0,2,1,4,8.89
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,130,18464,142,569,KLE,0,1,4,2,4,130.0
BRAEBURN,CLASS 2,XX LARGE,ECONOMIC PACK,1,120,5640,47,0,KLE,0,0,5,2,4,120.0
BRAEBURN,CLASS 2,MEDIUM,ECONOMIC PACK,1,122,2080,17,0,KLE,0,0,4,2,4,122.0
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,130,18464,142,569,KLE,0,1,4,2,4,130.0
BRAEBURN,CLASS 2,XX LARGE,ECONOMIC PACK,1,120,5640,47,0,KLE,0,0,5,2,4,120.0
BRAEBURN,CLASS 2,MEDIUM,ECONOMIC PACK,1,122,2080,17,0,KLE,0,0,4,2,4,122.0
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,130,18464,142,569,KLE,0,1,4,2,4,130.0
BRAEBURN,CLASS 2,XX LARGE,ECONOMIC PACK,1,120,5640,47,0,KLE,0,0,5,2,4,120.0
BRAEBURN,CLASS 2,MEDIUM,ECONOMIC PACK,1,122,2080,17,0,KLE,0,0,4,2,4,122.0
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,125,11184,89,243,KLE,1,1,4,2,4,10.42
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,73,2728,37,156,KLE,1,0,4,2,4,6.08
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,125,11184,89,243,KLE,1,1,4,2,4,10.42
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,73,2728,37,156,KLE,1,0,4,2,4,6.08
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,73,2728,37,156,KLE,1,0,4,2,4,6.08
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,125,11184,89,243,KLE,1,1,4,2,4,10.42
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,76,13459,175,385,KLE,1,0,2,1,4,8.44
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,77,14720,191,1444,KLE,1,0,4,1,4,8.56
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,65,65,1,447,KLE,1,0,3,1,4,7.22
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,65,65,1,447,KLE,1,0,3,1,4,7.22
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,76,13459,175,385,KLE,1,0,2,1,4,8.44
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,77,14720,191,1444,KLE,1,0,4,1,4,8.56
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,76,13459,175,385,KLE,1,0,2,1,4,8.44
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,77,14720,191,1444,KLE,1,0,4,1,4,8.56
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,65,65,1,447,KLE,1,0,3,1,4,7.22
CRIPPS RED,CLASS 2,MEDIUM,CARTON,9,67,7775,115,402,KLE,2,0,4,1,4,7.44
CRIPPS RED,CLASS 2,MEDIUM,CARTON,9,67,7775,115,402,KLE,2,0,4,1,4,7.44
CRIPPS RED,CLASS 2,MEDIUM,CARTON,9,67,7775,115,402,KLE,2,0,4,1,4,7.44
CRIPPS RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,144,720,5,187,KLE,2,0,4,2,4,12.0
CRIPPS RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,144,720,5,187,KLE,2,0,4,2,4,12.0
CRIPPS RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,144,720,5,187,KLE,2,0,4,2,4,12.0
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,50,1950,39,415,KLE,16,0,4,1,4,5.56
EARLY RED ONE,CLASS 2,SMALL MEDIUM,CARTON,9,70,6160,88,164,KLE,16,0,6,1,4,7.78
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,50,1950,39,415,KLE,16,0,4,1,4,5.56
EARLY RED ONE,CLASS 2,SMALL MEDIUM,CARTON,9,70,6160,88,164,KLE,16,0,6,1,4,7.78
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,50,1950,39,415,KLE,16,0,4,1,4,5.56
EARLY RED ONE,CLASS 2,SMALL MEDIUM,CARTON,9,70,6160,88,164,KLE,16,0,6,1,4,7.78
FUJI,CLASS 2,MEDIUM,CARTON,9,78,25321,324,707,KLE,3,0,4,1,4,8.67
FUJI,CLASS 2,SMALL,CARTON,9,82,35084,425,0,KLE,3,0,3,1,4,9.11
FUJI,CLASS 2,MEDIUM,CARTON,9,78,25321,324,707,KLE,3,0,4,1,4,8.67
FUJI,CLASS 2,SMALL,CARTON,9,82,35084,425,0,KLE,3,0,3,1,4,9.11
FUJI,CLASS 2,MEDIUM,CARTON,9,78,25321,324,707,KLE,3,0,4,1,4,8.67
FUJI,CLASS 2,SMALL,CARTON,9,82,35084,425,0,KLE,3,0,3,1,4,9.11
GALA,CLASS 2,LARGE,CARTON,9,65,1695,26,149,KLE,14,0,2,1,4,7.22
GALA,CLASS 2,LARGE,CARTON,9,65,1695,26,149,KLE,14,0,2,1,4,7.22
GALA,CLASS 2,LARGE,CARTON,9,65,1695,26,149,KLE,14,0,2,1,4,7.22
GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,56,224,4,26,KLE,14,1,4,2,4,4.67
GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,56,224,4,26,KLE,14,1,4,2,4,4.67
GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,56,224,4,26,KLE,14,1,4,2,4,4.67
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,93,23849,254,1217,KLE,4,1,4,2,4,7.75
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,163,11588,71,572,KLE,4,1,5,2,4,13.58
GOLDEN DELICIOUS,CLASS 2,XX LARGE,ECONOMIC PACK,12,164,164,1,320,KLE,4,0,5,2,4,13.67
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,154,18280,118,1152,KLE,4,0,4,2,4,12.83
GOLDEN DELICIOUS,CLASS 2,XX LARGE,ECONOMIC PACK,12,164,164,1,320,KLE,4,0,5,2,4,13.67
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,154,18280,118,1152,KLE,4,0,4,2,4,12.83
GOLDEN DELICIOUS,CLASS 2,XX LARGE,ECONOMIC PACK,12,164,164,1,320,KLE,4,0,5,2,4,13.67
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,93,23849,254,1217,KLE,4,1,4,2,4,7.75
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,163,11588,71,572,KLE,4,1,5,2,4,13.58
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,154,18280,118,1152,KLE,4,0,4,2,4,12.83
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,93,23849,254,1217,KLE,4,1,4,2,4,7.75
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,163,11588,71,572,KLE,4,1,5,2,4,13.58
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,70,112721,1608,1541,KLE,4,0,3,1,4,7.78
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,50,50,1,223,KLE,4,0,6,1,4,5.56
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,63,57376,910,1005,KLE,4,0,4,1,4,7.0
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,80,80,1,273,KLE,4,0,2,1,4,8.89
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,63,57376,910,1005,KLE,4,0,4,1,4,7.0
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,80,80,1,273,KLE,4,0,2,1,4,8.89
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,70,112721,1608,1541,KLE,4,0,3,1,4,7.78
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,50,50,1,223,KLE,4,0,6,1,4,5.56
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,80,80,1,273,KLE,4,0,2,1,4,8.89
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,63,57376,910,1005,KLE,4,0,4,1,4,7.0
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,70,112721,1608,1541,KLE,4,0,3,1,4,7.78
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,50,50,1,223,KLE,4,0,6,1,4,5.56
GRANNY SMITH,CLASS 2,LARGE,CARTON,9,60,5400,90,349,KLE,5,0,2,1,4,6.67
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,9,62,25175,401,1525,KLE,5,0,4,1,4,6.89
GRANNY SMITH,CLASS 2,SMALL,CARTON,9,67,11880,176,474,KLE,5,0,3,1,4,7.44
GRANNY SMITH,CLASS 2,SMALL MEDIUM,CARTON,9,31,2095,67,88,KLE,5,0,6,1,4,3.44
GRANNY SMITH,CLASS 2,LARGE,CARTON,9,60,5400,90,349,KLE,5,0,2,1,4,6.67
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,9,62,25175,401,1525,KLE,5,0,4,1,4,6.89
GRANNY SMITH,CLASS 2,SMALL,CARTON,9,67,11880,176,474,KLE,5,0,3,1,4,7.44
GRANNY SMITH,CLASS 2,SMALL MEDIUM,CARTON,9,31,2095,67,88,KLE,5,0,6,1,4,3.44
GRANNY SMITH,CLASS 2,LARGE,CARTON,9,60,5400,90,349,KLE,5,0,2,1,4,6.67
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,9,62,25175,401,1525,KLE,5,0,4,1,4,6.89
GRANNY SMITH,CLASS 2,SMALL,CARTON,9,67,11880,176,474,KLE,5,0,3,1,4,7.44
GRANNY SMITH,CLASS 2,SMALL MEDIUM,CARTON,9,31,2095,67,88,KLE,5,0,6,1,4,3.44
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,72,4536,63,424,KLE,5,0,4,2,4,6.0
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,71,79219,1102,2823,KLE,5,1,4,2,4,5.92
GRANNY SMITH,CLASS 1,XX LARGE,ECONOMIC PACK,12,88,17478,197,1794,KLE,5,1,5,2,4,7.33
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,71,79219,1102,2823,KLE,5,1,4,2,4,5.92
GRANNY SMITH,CLASS 1,XX LARGE,ECONOMIC PACK,12,88,17478,197,1794,KLE,5,1,5,2,4,7.33
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,72,4536,63,424,KLE,5,0,4,2,4,6.0
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,72,4536,63,424,KLE,5,0,4,2,4,6.0
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,71,79219,1102,2823,KLE,5,1,4,2,4,5.92
GRANNY SMITH,CLASS 1,XX LARGE,ECONOMIC PACK,12,88,17478,197,1794,KLE,5,1,5,2,4,7.33
RED DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,25,1100,44,0,KLE,12,1,5,2,4,2.08
RED DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,25,1100,44,0,KLE,12,1,5,2,4,2.08
RED DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,25,1100,44,0,KLE,12,1,5,2,4,2.08
ROYAL BEAUT,CLASS 1,MEDIUM,ECONOMIC PACK,12,146,16860,115,0,KLE,7,1,4,2,4,12.17
ROYAL BEAUT,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,2304,16,167,KLE,7,1,5,2,4,12.0
ROYAL BEAUT,CLASS 1,MEDIUM,ECONOMIC PACK,12,146,16860,115,0,KLE,7,1,4,2,4,12.17
ROYAL BEAUT,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,2304,16,167,KLE,7,1,5,2,4,12.0
ROYAL BEAUT,CLASS 1,MEDIUM,ECONOMIC PACK,12,146,16860,115,0,KLE,7,1,4,2,4,12.17
ROYAL BEAUT,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,2304,16,167,KLE,7,1,5,2,4,12.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,130,20975,161,401,KLE,8,1,4,2,4,10.83
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,2160,15,121,KLE,8,1,5,2,4,12.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,130,20975,161,401,KLE,8,1,4,2,4,10.83
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,2160,15,121,KLE,8,1,5,2,4,12.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,130,20975,161,401,KLE,8,1,4,2,4,10.83
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,2160,15,121,KLE,8,1,5,2,4,12.0
ROYAL GALA,CLASS 2,LARGE,CARTON,9,50,1300,26,19,KLE,8,0,2,1,4,5.56
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,78,5420,69,753,KLE,8,0,4,1,4,8.67
ROYAL GALA,CLASS 2,SMALL,CARTON,9,79,80205,1015,1127,KLE,8,0,3,1,4,8.78
ROYAL GALA,CLASS 2,LARGE,CARTON,9,50,1300,26,19,KLE,8,0,2,1,4,5.56
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,78,5420,69,753,KLE,8,0,4,1,4,8.67
ROYAL GALA,CLASS 2,SMALL,CARTON,9,79,80205,1015,1127,KLE,8,0,3,1,4,8.78
ROYAL GALA,CLASS 2,LARGE,CARTON,9,50,1300,26,19,KLE,8,0,2,1,4,5.56
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,78,5420,69,753,KLE,8,0,4,1,4,8.67
ROYAL GALA,CLASS 2,SMALL,CARTON,9,79,80205,1015,1127,KLE,8,0,3,1,4,8.78
STARKING,CLASS 2,SMALL,CARTON,9,60,120,2,97,KLE,9,0,3,1,4,6.67
STARKING,CLASS 2,MEDIUM,CARTON,9,60,10385,173,1020,KLE,9,0,4,1,4,6.67
STARKING,CLASS 2,SMALL,CARTON,9,60,120,2,97,KLE,9,0,3,1,4,6.67
STARKING,CLASS 2,MEDIUM,CARTON,9,60,10385,173,1020,KLE,9,0,4,1,4,6.67
STARKING,CLASS 2,MEDIUM,CARTON,9,60,10385,173,1020,KLE,9,0,4,1,4,6.67
STARKING,CLASS 2,SMALL,CARTON,9,60,120,2,97,KLE,9,0,3,1,4,6.67
STARKING,CLASS 2,MEDIUM,ECONOMIC PACK,12,169,26712,158,34,KLE,9,0,4,2,4,14.08
STARKING,CLASS 2,MEDIUM,ECONOMIC PACK,12,169,26712,158,34,KLE,9,0,4,2,4,14.08
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,175,6132,35,25,KLE,9,1,4,2,4,14.58
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,1440,10,214,KLE,9,1,5,2,4,12.0
STARKING,CLASS 2,MEDIUM,ECONOMIC PACK,12,169,26712,158,34,KLE,9,0,4,2,4,14.08
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,175,6132,35,25,KLE,9,1,4,2,4,14.58
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,1440,10,214,KLE,9,1,5,2,4,12.0
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,175,6132,35,25,KLE,9,1,4,2,4,14.58
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,1440,10,214,KLE,9,1,5,2,4,12.0
SUNDOWNER,CLASS 2,LARGE,CARTON,9,85,13600,160,160,KLE,10,0,2,1,4,9.44
SUNDOWNER,CLASS 2,LARGE,CARTON,9,85,13600,160,160,KLE,10,0,2,1,4,9.44
SUNDOWNER,CLASS 2,LARGE,CARTON,9,85,13600,160,160,KLE,10,0,2,1,4,9.44
TOP RED,CLASS 2,LARGE,CARTON,9,50,250,5,167,KLE,11,0,2,1,4,5.56
TOP RED,CLASS 2,MEDIUM,CARTON,9,76,6925,91,835,KLE,11,0,4,1,4,8.44
TOP RED,CLASS 2,SMALL,CARTON,9,70,6160,88,300,KLE,11,0,3,1,4,7.78
TOP RED,CLASS 2,LARGE,CARTON,9,50,250,5,167,KLE,11,0,2,1,4,5.56
TOP RED,CLASS 2,MEDIUM,CARTON,9,76,6925,91,835,KLE,11,0,4,1,4,8.44
TOP RED,CLASS 2,SMALL,CARTON,9,70,6160,88,300,KLE,11,0,3,1,4,7.78
TOP RED,CLASS 2,LARGE,CARTON,9,50,250,5,167,KLE,11,0,2,1,4,5.56
TOP RED,CLASS 2,MEDIUM,CARTON,9,76,6925,91,835,KLE,11,0,4,1,4,8.44
TOP RED,CLASS 2,SMALL,CARTON,9,70,6160,88,300,KLE,11,0,3,1,4,7.78
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,59,708,12,0,KLE,11,1,4,2,4,4.92
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,59,708,12,0,KLE,11,1,4,2,4,4.92
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,59,708,12,0,KLE,11,1,4,2,4,4.92
TOP RED,CLASS 2,SMALL,DOMPLE JUMBLE,11,54,27500,502,0,KLE,11,0,3,0,4,4.91
TOP RED,CLASS 2,SMALL,DOMPLE JUMBLE,11,54,27500,502,0,KLE,11,0,3,0,4,4.91
TOP RED,CLASS 2,SMALL,DOMPLE JUMBLE,11,54,27500,502,0,KLE,11,0,3,0,4,4.91
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,129,10504,81,711,KLE,0,1,4,2,4,129.0
BRAEBURN,CLASS 1,XX LARGE,ECONOMIC PACK,1,120,4800,40,208,KLE,0,1,5,2,4,120.0
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,129,10504,81,711,KLE,0,1,4,2,4,129.0
BRAEBURN,CLASS 1,XX LARGE,ECONOMIC PACK,1,120,4800,40,208,KLE,0,1,5,2,4,120.0
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,129,10504,81,711,KLE,0,1,4,2,4,129.0
BRAEBURN,CLASS 1,XX LARGE,ECONOMIC PACK,1,120,4800,40,208,KLE,0,1,5,2,4,120.0
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,9144,76,332,KLE,1,1,4,2,4,10.0
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,71,11984,167,172,KLE,1,0,4,2,4,5.92
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,9144,76,332,KLE,1,1,4,2,4,10.0
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,71,11984,167,172,KLE,1,0,4,2,4,5.92
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,9144,76,332,KLE,1,1,4,2,4,10.0
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,71,11984,167,172,KLE,1,0,4,2,4,5.92
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,80,19200,240,320,KLE,1,0,2,1,4,8.89
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,74,43298,578,1028,KLE,1,0,4,1,4,8.22
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,70,20545,292,90,KLE,1,0,3,1,4,7.78
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,80,19200,240,320,KLE,1,0,2,1,4,8.89
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,74,43298,578,1028,KLE,1,0,4,1,4,8.22
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,70,20545,292,90,KLE,1,0,3,1,4,7.78
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,80,19200,240,320,KLE,1,0,2,1,4,8.89
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,74,43298,578,1028,KLE,1,0,4,1,4,8.22
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,70,20545,292,90,KLE,1,0,3,1,4,7.78
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,50,5250,105,0,KLE,1,0,3,0,4,4.55
CRIPPS PINK,CLASS 2,SMALL MEDIUM,DOMPLE JUMBLE,11,50,1700,34,0,KLE,1,0,6,0,4,4.55
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,50,5250,105,0,KLE,1,0,3,0,4,4.55
CRIPPS PINK,CLASS 2,SMALL MEDIUM,DOMPLE JUMBLE,11,50,1700,34,0,KLE,1,0,6,0,4,4.55
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,50,5250,105,0,KLE,1,0,3,0,4,4.55
CRIPPS PINK,CLASS 2,SMALL MEDIUM,DOMPLE JUMBLE,11,50,1700,34,0,KLE,1,0,6,0,4,4.55
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,152,9324,61,186,KLE,2,1,4,2,4,12.67
CRIPPS RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,720,5,64,KLE,2,1,5,2,4,12.0
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,152,9324,61,186,KLE,2,1,4,2,4,12.67
CRIPPS RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,720,5,64,KLE,2,1,5,2,4,12.0
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,152,9324,61,186,KLE,2,1,4,2,4,12.67
CRIPPS RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,720,5,64,KLE,2,1,5,2,4,12.0
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,65,130,2,454,KLE,16,0,4,1,4,7.22
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,65,130,2,454,KLE,16,0,4,1,4,7.22
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,65,130,2,454,KLE,16,0,4,1,4,7.22
FUJI,CLASS 2,MEDIUM,CARTON,9,79,50412,637,711,KLE,3,0,4,1,4,8.78
FUJI,CLASS 2,SMALL,CARTON,9,85,18275,215,425,KLE,3,0,3,1,4,9.44
FUJI,CLASS 2,MEDIUM,CARTON,9,79,50412,637,711,KLE,3,0,4,1,4,8.78
FUJI,CLASS 2,SMALL,CARTON,9,85,18275,215,425,KLE,3,0,3,1,4,9.44
FUJI,CLASS 2,MEDIUM,CARTON,9,79,50412,637,711,KLE,3,0,4,1,4,8.78
FUJI,CLASS 2,SMALL,CARTON,9,85,18275,215,425,KLE,3,0,3,1,4,9.44
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,126,11392,90,0,KLE,3,1,4,2,4,10.5
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,126,11392,90,0,KLE,3,1,4,2,4,10.5
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,126,11392,90,0,KLE,3,1,4,2,4,10.5
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,75,13500,180,274,KLE,4,0,2,1,4,8.33
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,72,54376,746,741,KLE,4,0,4,1,4,8.0
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,62,58114,927,799,KLE,4,0,3,1,4,6.89
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,33,1200,36,224,KLE,4,0,6,1,4,3.67
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,75,13500,180,274,KLE,4,0,2,1,4,8.33
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,72,54376,746,741,KLE,4,0,4,1,4,8.0
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,62,58114,927,799,KLE,4,0,3,1,4,6.89
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,33,1200,36,224,KLE,4,0,6,1,4,3.67
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,72,54376,746,741,KLE,4,0,4,1,4,8.0
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,75,13500,180,274,KLE,4,0,2,1,4,8.33
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,62,58114,927,799,KLE,4,0,3,1,4,6.89
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,33,1200,36,224,KLE,4,0,6,1,4,3.67
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,145,109920,754,1471,KLE,4,1,4,2,4,12.08
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,147,27013,183,643,KLE,4,1,5,2,4,12.25
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,164,8044,49,1206,KLE,4,0,4,2,4,13.67
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,145,109920,754,1471,KLE,4,1,4,2,4,12.08
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,147,27013,183,643,KLE,4,1,5,2,4,12.25
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,164,8044,49,1206,KLE,4,0,4,2,4,13.67
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,145,109920,754,1471,KLE,4,1,4,2,4,12.08
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,147,27013,183,643,KLE,4,1,5,2,4,12.25
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,164,8044,49,1206,KLE,4,0,4,2,4,13.67
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11,95,3610,38,0,KLE,4,0,2,0,4,8.64
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11,95,3610,38,0,KLE,4,0,2,0,4,8.64
